    ,BMUID   ,temp ,wspd ,wgust ,sealevelpressure ,visibility ,cloudcover ,precip ,dew   ,humidity ,loadFactor
320 ,MINSW-1 ,9.4  ,10.4 ,      ,992.3            ,3.4        ,93.8       ,0.0    ,8.4   ,93.81    ,0.5173369565217392
321 ,MINSW-1 ,13.0 ,2.0  ,      ,1021.5           ,8.1        ,86.5       ,0.0    ,12.3  ,95.57    ,0.0032608695652173916
322 ,MINSW-1 ,14.6 ,15.4 ,      ,1009.1           ,24.8       ,68.1       ,0.0    ,10.6  ,77.21    ,0.385108695652174
323 ,MINSW-1 ,15.5 ,7.0  ,      ,1020.7           ,18.1       ,83.7       ,0.0    ,14.0  ,90.9     ,0.2388586956521739
324 ,MINSW-1 ,7.9  ,13.7 ,      ,999.4            ,9.4        ,64.6       ,0.0    ,6.0   ,87.9     ,0.5044021739130435
325 ,MKHLW-1 ,3.3  ,16.3 ,6.0   ,1007.8           ,8.9        ,91.1       ,0.0    ,1.4   ,87.51    ,0.8136428571428571
326 ,MKHLW-1 ,7.3  ,17.4 ,17.9  ,983.3            ,17.6       ,88.7       ,0.0    ,5.3   ,87.46    ,0.6933214285714285
327 ,MKHLW-1 ,9.8  ,11.5 ,21.0  ,1032.2           ,19.9       ,82.5       ,0.0    ,5.9   ,76.37    ,0.21264285714285713
328 ,MKHLW-1 ,10.0 ,17.6 ,25.9  ,990.2            ,3.4        ,75.6       ,0.0    ,8.7   ,91.24    ,0.5564285714285714
329 ,MKHLW-1 ,13.7 ,10.9 ,6.0   ,1022.4           ,5.3        ,91.3       ,0.0    ,12.9  ,94.53    ,0.10625
330 ,MKHLW-1 ,15.6 ,16.0 ,17.0  ,1009.2           ,21.0       ,64.4       ,0.0    ,10.7  ,72.61    ,0.040428571428571425
331 ,MKHLW-1 ,14.7 ,16.5 ,19.9  ,1022.8           ,25.8       ,46.9       ,0.0    ,11.0  ,78.5     ,0.43442857142857144
332 ,MKHLW-1 ,8.0  ,12.3 ,12.1  ,998.6            ,16.2       ,88.4       ,0.0    ,5.7   ,85.58    ,0.32525
333 ,SANQW-1 ,2.1  ,9.5  ,      ,1009.2           ,20.7       ,86.9       ,0.0    ,-1.8  ,75.5     ,0.9283333333333333
334 ,SANQW-1 ,6.1  ,12.4 ,      ,982.0            ,21.1       ,80.3       ,0.0    ,4.9   ,92.23    ,0.8575308641975309
335 ,SANQW-1 ,8.7  ,12.9 ,      ,1031.7           ,15.6       ,78.0       ,0.0    ,5.4   ,79.75    ,0.6198765432098765
336 ,SANQW-1 ,9.5  ,16.0 ,27.7  ,991.4            ,2.7        ,81.9       ,0.0    ,8.2   ,92.05    ,0.16080246913580248
337 ,SANQW-1 ,13.6 ,5.3  ,      ,1021.7           ,13.7       ,91.8       ,0.0    ,12.6  ,94.07    ,0.3030246913580247
338 ,SANQW-1 ,15.2 ,17.7 ,      ,1008.3           ,26.9       ,56.8       ,0.0    ,10.0  ,70.89    ,0.45450617283950623
339 ,SANQW-1 ,14.5 ,12.2 ,      ,1021.8           ,35.6       ,67.6       ,0.0    ,11.0  ,79.14    ,0.8067901234567901
340 ,SANQW-1 ,7.4  ,12.9 ,      ,999.8            ,14.1       ,82.7       ,0.0    ,5.4   ,87.2     ,0.3080864197530864
341 ,STLGW-1 ,-1.9 ,15.6 ,49.4  ,1010.3           ,23.3       ,43.1       ,0.0    ,-4.8  ,80.22    ,0.7852602739726027
342 ,STLGW-1 ,3.2  ,12.0 ,28.2  ,985.7            ,9.9        ,61.2       ,0.0    ,1.9   ,90.89    ,0.934
343 ,STLGW-1 ,6.5  ,18.4 ,55.3  ,1029.2           ,18.0       ,57.9       ,0.0    ,4.2   ,84.84    ,0.3505205479452055
344 ,STLGW-1 ,8.5  ,12.7 ,46.1  ,995.3            ,8.3        ,70.3       ,0.0    ,6.0   ,83.95    ,0.14112328767123286
345 ,STLGW-1 ,11.3 ,7.3  ,      ,1022.0           ,24.7       ,53.1       ,0.0    ,10.6  ,95.46    ,0.05241095890410959
346 ,STLGW-1 ,11.4 ,16.8 ,46.3  ,1005.1           ,19.0       ,42.9       ,0.0    ,7.6   ,77.77    ,0.5546301369863014
347 ,STLGW-1 ,4.0  ,6.2  ,36.9  ,1004.3           ,28.4       ,56.4       ,0.0    ,2.8   ,91.76    ,0.16156164383561644
348 ,STLGW-2 ,-1.9 ,15.6 ,49.4  ,1010.3           ,23.3       ,43.1       ,0.0    ,-4.8  ,80.22    ,0.8742168674698796
349 ,STLGW-2 ,3.2  ,12.0 ,28.2  ,985.7            ,9.9        ,61.2       ,0.0    ,1.9   ,90.89    ,0.9080240963855422
350 ,STLGW-2 ,6.5  ,18.4 ,55.3  ,1029.2           ,18.0       ,57.9       ,0.0    ,4.2   ,84.84    ,0.26467469879518074
351 ,STLGW-2 ,8.5  ,12.7 ,46.1  ,995.3            ,8.3        ,70.3       ,0.0    ,6.0   ,83.95    ,0.07787951807228916
352 ,STLGW-2 ,11.3 ,7.3  ,      ,1022.0           ,24.7       ,53.1       ,0.0    ,10.6  ,95.46    ,0.046530120481927714
353 ,STLGW-2 ,11.4 ,16.8 ,46.3  ,1005.1           ,19.0       ,42.9       ,0.0    ,7.6   ,77.77    ,0.5865301204819278
354 ,STLGW-2 ,4.0  ,6.2  ,36.9  ,1004.3           ,28.4       ,56.4       ,0.0    ,2.8   ,91.76    ,0.25021686746987953
355 ,STLGW-3 ,-1.9 ,15.6 ,49.4  ,1010.3           ,23.3       ,43.1       ,0.0    ,-4.8  ,80.22    ,0.9235342465753426
356 ,STLGW-3 ,3.2  ,12.0 ,28.2  ,985.7            ,9.9        ,61.2       ,0.0    ,1.9   ,90.89    ,0.8424931506849316
357 ,STLGW-3 ,6.5  ,18.4 ,55.3  ,1029.2           ,18.0       ,57.9       ,0.0    ,4.2   ,84.84    ,0.2027671232876712
358 ,STLGW-3 ,8.5  ,12.7 ,46.1  ,995.3            ,8.3        ,70.3       ,0.0    ,6.0   ,83.95    ,0.05147945205479452
359 ,STLGW-3 ,11.3 ,7.3  ,      ,1022.0           ,24.7       ,53.1       ,0.0    ,10.6  ,95.46    ,0.04413698630136986
360 ,STLGW-3 ,11.4 ,16.8 ,46.3  ,1005.1           ,19.0       ,42.9       ,0.0    ,7.6   ,77.77    ,0.5995890410958905
361 ,STLGW-3 ,4.0  ,6.2  ,36.9  ,1004.3           ,28.4       ,56.4       ,0.0    ,2.8   ,91.76    ,0.302986301369863
362 ,STRNW-1 ,0.9  ,9.3  ,28.0  ,1010.2           ,19.6       ,34.0       ,0.0    ,-2.6  ,77.44    ,0.21232352941176472
363 ,STRNW-1 ,5.5  ,22.1 ,29.0  ,986.9            ,7.3        ,71.7       ,0.0    ,2.9   ,83.15    ,0.1920294117647059
364 ,STRNW-1 ,10.2 ,19.6 ,30.5  ,1024.7           ,23.1       ,38.2       ,0.2    ,7.2   ,82.0     ,0.9814117647058824
365 ,STRNW-1 ,8.8  ,11.9 ,20.5  ,998.3            ,4.4        ,97.7       ,0.0    ,7.2   ,89.66    ,0.4810588235294118
366 ,STRNW-1 ,11.9 ,4.2  ,2.5   ,1020.7           ,10.1       ,90.0       ,0.0    ,11.1  ,94.95    ,0.15194117647058825
367 ,STRNW-1 ,13.8 ,12.0 ,11.9  ,1002.7           ,22.7       ,70.6       ,0.0    ,11.1  ,84.06    ,0.3437941176470588
368 ,STRNW-1 ,12.7 ,16.4 ,14.4  ,1018.5           ,11.9       ,29.4       ,0.0    ,8.7   ,76.49    ,0.19079411764705884
369 ,STRNW-1 ,7.6  ,6.9  ,9.5   ,1005.8           ,14.3       ,51.7       ,0.0    ,6.0   ,89.37    ,0.2096470588235294
