,BMUID,temp,wspd,wgust,sealevelpressure,visibility,cloudcover,precip,dew,humidity,loadFactor
43,BNWKW-1,12.7,10.0,,1018.1,19.3,97.7,0.0,11.1,89.9,0.06213333333333333
44,BNWKW-1,6.4,13.1,,1003.5,22.1,89.0,0.0,4.4,86.81,0.22186666666666666
45,BNWKW-1,2.0,15.3,,1002.7,21.4,29.8,0.0,0.2,88.08,0.2726222222222222
46,BNWKW-1,14.6,8.1,16.1,994.7,31.1,86.8,0.0,12.9,89.18,0.03848888888888889
47,BRYBW-1,14.8,5.6,,1017.0,20.6,79.5,0.0,10.2,73.59,0.0023988005997001498
48,BRYBW-1,4.1,11.1,,1003.0,9.8,56.3,0.0,3.0,92.54,0.04992503748125937
49,BRYBW-1,3.8,10.6,61.1,1005.5,23.7,7.9,0.0,1.0,81.47,0.215832083958021
50,BRYBW-1,13.5,16.3,60.6,996.1,28.5,6.6,0.0,11.4,86.88,0.8753223388305846
51,BTUIW-2,15.9,13.1,16.1,1014.7,21.1,83.3,0.0,12.8,81.87,0.021418764302059495
52,BTUIW-2,2.2,5.5,0.0,1002.1,27.0,7.3,0.0,1.1,92.07,0.03748283752860412
53,BTUIW-2,6.9,14.1,0.0,1009.1,10.6,20.9,0.0,4.8,86.77,0.23899313501144165
54,BTUIW-2,14.5,7.8,12.1,1000.7,21.1,97.6,0.0,12.7,89.34,0.08663615560640732
55,CGTHW-1,14.8,7.5,,1016.5,19.5,59.6,0.0,10.1,73.63,0.005594202898550725
56,CGTHW-1,1.9,6.0,,1003.7,12.5,68.3,0.0,1.3,96.16,0.05228985507246377
57,CGTHW-1,12.5,14.8,62.2,997.5,25.2,43.0,0.0,11.1,91.1,0.7119130434782609
58,CLDCW-1,14.8,10.4,,1015.6,22.0,92.2,0.0,11.5,80.92,0.02589285714285714
59,CLDCW-1,1.7,5.0,,1001.6,23.8,30.3,0.0,1.3,96.91,0.2832142857142857
60,CLDCW-1,5.6,13.7,,1009.4,13.4,65.2,0.0,3.9,88.84,0.32089285714285715
61,CLDCW-1,13.9,12.5,,1001.3,6.6,90.5,0.0,13.4,96.95,0.7398214285714285
62,CLDNW-1,14.8,10.4,,1015.6,22.0,92.2,0.0,11.5,80.92,0.01924074074074074
63,CLDNW-1,1.7,5.0,,1001.6,23.8,30.3,0.0,1.3,96.91,0.37777777777777777
64,CLDNW-1,5.6,13.7,,1009.4,13.4,65.2,0.0,3.9,88.84,0.4311111111111111
65,CLDNW-1,13.9,12.5,,1001.3,6.6,90.5,0.0,13.4,96.95,0.9657407407407407
66,CLDRW-1,14.1,5.7,,1017.2,26.9,97.4,0.0,11.2,83.2,0.03237837837837838
67,CLDRW-1,3.6,7.3,,1002.3,11.9,51.0,0.0,2.9,94.69,0.061567567567567566
68,CLDRW-1,4.0,10.3,,1005.5,29.3,5.3,0.0,0.8,79.67,0.6382162162162163
69,CLDRW-1,12.8,6.6,,996.9,30.9,5.9,0.0,11.3,90.1,0.22854054054054052
70,CLDSW-1,1.7,5.0,,1001.6,23.8,30.3,0.0,1.3,96.91,0.006375
71,CLDSW-1,13.9,12.5,,1001.3,6.6,90.5,0.0,13.4,96.95,0.26671875
72,CLFLW-1,14.1,6.2,11.3,1016.3,15.6,47.1,0.0,11.4,84.02,0.29875862068965514
73,CLFLW-1,2.0,5.0,0.9,1002.7,36.2,41.0,0.0,1.2,94.48,0.07710344827586207
74,CLFLW-1,2.6,12.1,6.0,1008.1,25.5,20.3,0.0,1.6,92.77,0.09586206896551723
75,CLFLW-1,13.1,10.3,2.9,999.8,24.9,51.2,0.0,11.9,92.81,0.07075862068965517
76,COUWW-1,15.9,13.1,16.1,1014.7,21.1,83.4,0.0,12.8,81.87,0.9283902439024391
77,COUWW-1,2.2,5.6,0.0,1002.1,27.3,7.3,0.0,1.1,92.03,0.10214634146341463
78,COUWW-1,6.9,14.2,0.0,1009.1,10.5,21.3,0.0,4.8,86.7,0.23073170731707318
79,COUWW-1,14.5,7.9,12.1,1000.7,21.0,97.5,0.0,12.8,89.37,0.0862439024390244
80,CRGHW-1,16.0,6.0,10.1,1016.1,16.2,43.2,0.0,12.9,81.85,0.0791304347826087
81,CRGHW-1,1.9,3.5,0.0,1003.2,34.6,36.1,0.0,1.0,94.14,0.021304347826086957
82,CRGHW-1,2.4,10.9,6.0,1008.2,25.0,17.1,0.0,1.3,92.1,0.21413043478260868
83,CRGHW-1,13.3,7.1,2.9,999.8,20.6,54.9,0.0,12.3,94.04,0.4556521739130435
84,CRMLW-1,4.6,4.8,,1004.1,30.1,99.1,0.0,1.6,81.06,0.1071578947368421
85,CRMLW-1,3.2,20.2,35.8,1005.0,11.2,76.3,0.0,-1.0,73.73,0.4672842105263158
86,CRMLW-1,13.7,13.5,,996.6,7.7,87.1,0.0,12.1,90.06,0.8304421052631579
87,CRYRW-2,14.1,8.4,,1016.4,25.9,100.0,0.0,11.7,85.13,0.015304347826086957
88,CRYRW-2,4.0,5.4,,1000.5,26.3,47.5,0.0,3.1,93.31,0.008840579710144927
89,CRYRW-2,5.6,10.8,,1008.5,27.4,5.1,0.0,3.5,86.08,0.4126086956521739
90,CRYRW-2,14.7,8.9,,1000.5,25.1,89.5,0.0,13.8,94.17,0.3963768115942029
91,DALSW-1,15.3,11.1,,1015.2,23.3,85.3,0.0,12.1,81.0,0.08786666666666668
92,DALSW-1,1.6,5.4,,1001.1,21.8,11.4,0.0,1.0,95.99,0.11146666666666666
93,DALSW-1,6.7,13.3,,1009.9,19.9,53.5,0.0,4.7,87.41,0.033133333333333334
